loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_redeemed_dollars,active_months,first_activity,last_activity,recency_months,avg_flights_per_month,points_redemption_ratio,distance_per_flight,official_churn,behavioral_churn,churn,salary_imputed,tenure_months,cluster,customer_segment
369603,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,70524.0,Married,Nova,7529.86,Standard,2013,9,,,27,49306,49306.0,721,130,24,2017-01-01,2018-12-01,0.0,1.125,0.014622966778891,1826.148148148148,0,0,0,70524.0,63,3,Loyal Customers
747509,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,70524.0,Married,Nova,7529.86,Standard,2017,11,,,15,25936,25936.0,0,0,24,2017-01-01,2018-12-01,0.0,0.625,0.0,1729.0666666666666,0,0,0,70524.0,13,1,At-Risk Customers
268842,Canada,Quebec,Montreal,H3T 8L4,Female,College,,Single,Nova,7531.03,Standard,2015,2,,,45,66398,66398.0,547,98,24,2017-01-01,2018-12-01,0.0,1.875,0.0082381999457815,1475.5111111111112,0,0,0,73455.0,46,3,Loyal Customers
310534,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,92025.0,Single,Nova,7531.7,Standard,2013,8,,,42,69228,69228.0,386,69,24,2017-01-01,2018-12-01,0.0,1.75,0.005575778586699,1648.2857142857142,0,0,0,92025.0,64,3,Loyal Customers
743734,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,92025.0,Single,Nova,7531.7,Standard,2013,11,,,47,72073,72073.0,518,93,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0071871574653476,1533.468085106383,0,0,0,92025.0,61,3,Loyal Customers
877730,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,80947.0,Married,Nova,7540.05,Standard,2012,11,,,35,49931,49931.0,0,0,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.0,1426.6,0,0,0,80947.0,73,3,Loyal Customers
519933,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Married,Nova,7545.55,Standard,2014,6,,,41,64966,64966.0,538,97,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0082812548102084,1584.5365853658536,0,0,0,73455.0,54,3,Loyal Customers
955138,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Married,Nova,7545.55,Standard,2015,6,2016.0,2.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,73455.0,42,1,At-Risk Customers
557932,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,54785.0,Married,Nova,7546.61,Standard,2017,6,,,35,61020,61020.0,356,64,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.0058341527368076,1743.428571428571,0,0,0,54785.0,18,3,Loyal Customers
329730,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Nova,7547.76,Standard,2017,11,,,16,24820,24820.0,0,0,24,2017-01-01,2018-12-01,0.0,0.6666666666666666,0.0,1551.25,0,0,0,73455.0,13,1,At-Risk Customers
147986,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Married,Nova,7550.42,Standard,2016,11,2017.0,7.0,15,14827,14827.0,879,158,24,2017-01-01,2018-12-01,0.0,0.625,0.05928373912457,988.4666666666668,1,0,1,73455.0,25,1,At-Risk Customers
944491,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Nova,7550.87,Standard,2015,2,2017.0,8.0,9,17510,17510.0,913,164,24,2017-01-01,2018-12-01,0.0,0.375,0.05214163335237,1945.555555555556,1,0,1,73455.0,46,1,At-Risk Customers
410209,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,59719.0,Divorced,Nova,7553.94,Standard,2016,5,,,41,58468,58468.0,1561,281,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0266983649175617,1426.0487804878048,0,0,0,59719.0,31,3,Loyal Customers
622334,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Single,Nova,7555.83,Standard,2016,7,,,33,33846,33846.0,0,0,24,2017-01-01,2018-12-01,0.0,1.375,0.0,1025.6363636363635,0,0,0,73455.0,29,3,Loyal Customers
422276,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,57706.0,Divorced,Nova,7556.24,Standard,2013,6,,,43,64656,64656.0,1618,292,24,2017-01-01,2018-12-01,0.0,1.7916666666666667,0.0250247463499133,1503.6279069767445,0,0,0,57706.0,66,3,Loyal Customers
548244,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Nova,7562.82,Standard,2013,6,,,36,54303,54303.0,960,173,24,2017-01-01,2018-12-01,0.0,1.5,0.0176785812938511,1508.4166666666667,0,0,0,73455.0,66,3,Loyal Customers
283122,Canada,Yukon,Whitehorse,Y2K 6R0,Female,High School or Below,76286.0,Married,Nova,7568.85,Standard,2014,1,,,37,49505,49505.0,1123,202,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0226845773154226,1337.972972972973,0,0,0,76286.0,59,3,Loyal Customers
970401,Canada,Ontario,Toronto,M2Z 4K1,Female,Doctor,83307.0,Married,Nova,7572.24,Standard,2013,10,2014.0,10.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,83307.0,62,1,At-Risk Customers
714536,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,96019.0,Married,Nova,7573.34,Standard,2014,4,,,48,83039,83039.0,1086,196,24,2017-01-01,2018-12-01,0.0,2.0,0.0130781921747612,1729.9791666666667,0,0,0,96019.0,56,3,Loyal Customers
720197,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Single,Nova,7577.07,Standard,2013,10,,,35,60723,60723.0,1673,301,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.027551339690068,1734.942857142857,0,0,0,73455.0,62,3,Loyal Customers
863490,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,56717.0,Married,Nova,7579.53,Standard,2018,12,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,0,0,0,56717.0,0,1,At-Risk Customers
662665,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,79325.0,Married,Nova,7582.11,Standard,2013,8,,,37,39711,39711.0,1192,215,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0300168718994736,1073.2702702702702,0,0,0,79325.0,64,3,Loyal Customers
889796,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,79325.0,Married,Nova,7582.11,Standard,2013,2,,,48,56750,56750.0,2672,481,24,2017-01-01,2018-12-01,0.0,2.0,0.0470837004405286,1182.2916666666667,0,0,0,79325.0,70,3,Loyal Customers
965590,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,79325.0,Married,Nova,7582.11,Standard,2015,10,,,38,70119,70119.0,625,113,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.0089134186169226,1845.2368421052631,0,0,0,79325.0,38,3,Loyal Customers
975466,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,79325.0,Married,Nova,7582.11,Standard,2018,10,,,4,8544,8544.0,0,0,24,2017-01-01,2018-12-01,0.0,0.1666666666666666,0.0,2136.0,0,0,0,79325.0,2,1,At-Risk Customers
498989,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,64592.0,Single,Nova,7583.14,Standard,2015,3,,,27,34863,34863.0,0,0,24,2017-01-01,2018-12-01,0.0,1.125,0.0,1291.2222222222222,0,0,0,64592.0,45,3,Loyal Customers
177457,Canada,Quebec,Montreal,H2T 9K8,Female,Doctor,225884.0,Married,Nova,7583.19,Standard,2012,7,,,42,62335,62335.0,0,0,24,2017-01-01,2018-12-01,0.0,1.75,0.0,1484.1666666666667,0,0,0,225884.0,77,4,Premium Affluent Customers
645688,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,225884.0,Married,Nova,7583.19,Standard,2012,7,,,21,29712,29712.0,0,0,24,2017-01-01,2018-12-01,0.0,0.875,0.0,1414.857142857143,0,0,0,225884.0,77,4,Premium Affluent Customers
583175,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Married,Nova,7587.34,Standard,2017,1,2017.0,9.0,8,12063,12063.0,0,0,24,2017-01-01,2018-12-01,0.0,0.3333333333333333,0.0,1507.875,1,0,1,73455.0,23,1,At-Risk Customers
771753,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,70212.0,Divorced,Nova,7590.91,Standard,2018,12,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,0,0,0,70212.0,0,1,At-Risk Customers
960082,Canada,Quebec,Montreal,H2T 2J6,Male,Master,103775.0,Divorced,Nova,7595.34,Standard,2016,8,,,49,81462,81462.0,0,0,24,2017-01-01,2018-12-01,0.0,2.0416666666666665,0.0,1662.4897959183672,0,0,0,103775.0,28,3,Loyal Customers
417118,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,73049.0,Divorced,Nova,7596.14,Standard,2015,7,,,46,78035,78035.0,1536,276,24,2017-01-01,2018-12-01,0.0,1.9166666666666667,0.0196834753636188,1696.4130434782608,0,0,0,73049.0,41,3,Loyal Customers
359138,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,75700.0,Married,Nova,7596.29,Standard,2018,12,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,0,0,0,75700.0,0,1,At-Risk Customers
306203,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,70040.0,Divorced,Nova,7599.9,Standard,2014,11,2015.0,12.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,70040.0,49,1,At-Risk Customers
314147,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Nova,7600.44,Standard,2014,12,,,51,72008,72008.0,1576,284,24,2017-01-01,2018-12-01,0.0,2.125,0.0218864570603266,1411.921568627451,0,0,0,73455.0,48,3,Loyal Customers
279967,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,66679.0,Married,Nova,7601.95,Standard,2016,8,,,34,67192,67192.0,510,92,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.0075901893082509,1976.235294117647,0,0,0,66679.0,28,3,Loyal Customers
217497,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,72359.0,Married,Nova,7605.64,Standard,2015,11,2016.0,7.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,72359.0,37,1,At-Risk Customers
450995,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Aurora,7164.01,2018 Promotion,2018,3,,,68,118928,178392.0,415,75,11,2018-02-01,2018-12-01,0.0,6.181818181818182,0.0023263375039239,1748.9411764705883,0,0,0,73455.0,9,0,Frequent Travelers
379038,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,125825.0,Married,Nova,7609.09,Standard,2018,7,,,6,7539,7539.0,475,86,24,2017-01-01,2018-12-01,0.0,0.25,0.0630057036742273,1256.5,0,0,0,125825.0,5,1,At-Risk Customers
840481,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,59776.0,Married,Nova,7610.2,Standard,2016,6,,,47,81626,81626.0,1166,210,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0142846642001323,1736.723404255319,0,0,0,59776.0,30,3,Loyal Customers
412743,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,69868.0,Single,Nova,7610.54,Standard,2018,5,,,8,16924,16924.0,571,103,24,2017-01-01,2018-12-01,0.0,0.3333333333333333,0.0337390687780666,2115.5,0,0,0,69868.0,7,1,At-Risk Customers
806815,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69868.0,Single,Nova,7610.54,Standard,2016,10,,,42,67070,67070.0,0,0,24,2017-01-01,2018-12-01,0.0,1.75,0.0,1596.904761904762,0,0,0,69868.0,26,3,Loyal Customers
894724,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,104131.0,Married,Nova,7610.84,Standard,2018,6,,,9,16739,16739.0,0,0,24,2017-01-01,2018-12-01,0.0,0.375,0.0,1859.888888888889,0,0,0,104131.0,6,1,At-Risk Customers
764703,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Nova,7611.21,Standard,2017,7,,,12,22876,22876.0,1122,202,24,2017-01-01,2018-12-01,0.0,0.5,0.049047036195139,1906.3333333333333,0,0,0,73455.0,17,1,At-Risk Customers
794602,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Nova,7611.21,Standard,2015,5,,,55,87312,87312.0,1283,231,24,2017-01-01,2018-12-01,0.0,2.2916666666666665,0.0146944291735385,1587.490909090909,0,0,0,73455.0,43,3,Loyal Customers
275298,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,58430.0,Married,Nova,7613.19,Standard,2014,5,,,29,32072,32072.0,1843,332,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0574644549763033,1105.9310344827586,0,0,0,58430.0,55,3,Loyal Customers
337260,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,58430.0,Married,Nova,7613.19,Standard,2015,6,,,38,69536,69536.0,922,166,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.0132593189139438,1829.8947368421047,0,0,0,58430.0,42,3,Loyal Customers
938873,Canada,Quebec,Quebec City,G1B 3L5,Female,High School or Below,53194.0,Divorced,Nova,7614.67,Standard,2015,9,,,34,52629,52629.0,2351,423,24,2017-01-01,2018-12-01,0.0,1.4166666666666667,0.0446711888882555,1547.9117647058824,0,0,0,53194.0,39,3,Loyal Customers
986792,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Married,Aurora,7200.66,2018 Promotion,2018,4,,,33,50086,75129.0,0,0,11,2018-02-01,2018-12-01,0.0,3.0,0.0,1517.7575757575758,0,0,0,73455.0,8,0,Frequent Travelers
770591,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,56856.0,Married,Nova,7615.38,Standard,2012,12,,,29,44956,44956.0,1552,280,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0345226443633775,1550.2068965517242,0,0,0,56856.0,72,3,Loyal Customers
201891,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,83056.0,Married,Nova,7623.58,Standard,2014,8,2018.0,4.0,39,53547,53547.0,0,0,24,2017-01-01,2018-12-01,0.0,1.625,0.0,1373.0,1,0,1,83056.0,52,3,Loyal Customers
301155,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Nova,7627.03,Standard,2015,6,,,37,44062,44062.0,1372,247,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0311379419908311,1190.8648648648648,0,0,0,73455.0,42,3,Loyal Customers
287591,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,58311.0,Divorced,Nova,7627.31,Standard,2015,8,,,42,67340,67340.0,1594,287,24,2017-01-01,2018-12-01,0.0,1.75,0.0236709236709236,1603.3333333333333,0,0,0,58311.0,40,3,Loyal Customers
668136,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Nova,7628.75,Standard,2017,8,,,30,48023,48023.0,432,78,24,2017-01-01,2018-12-01,0.0,1.25,0.0089956895654165,1600.7666666666669,0,0,0,73455.0,16,3,Loyal Customers
881001,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Nova,7630.35,Standard,2017,1,,,25,36828,36828.0,2024,364,24,2017-01-01,2018-12-01,0.0,1.0416666666666667,0.054958183990442,1473.12,0,0,0,73455.0,23,1,At-Risk Customers
803844,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Divorced,Nova,7633.82,Standard,2015,1,,,30,45914,45914.0,380,68,24,2017-01-01,2018-12-01,0.0,1.25,0.0082763427277083,1530.4666666666667,0,0,0,73455.0,47,3,Loyal Customers
606344,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,71816.0,Married,Nova,7635.55,Standard,2017,1,2017.0,9.0,21,38061,38061.0,0,0,24,2017-01-01,2018-12-01,0.0,0.875,0.0,1812.4285714285716,1,0,1,71816.0,23,1,At-Risk Customers
714944,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,7636.28,Standard,2016,8,,,29,43255,43255.0,1050,189,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0242746503294416,1491.551724137931,0,0,0,73455.0,28,3,Loyal Customers
936603,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Nova,7637.11,Standard,2018,9,,,4,6787,6787.0,414,75,24,2017-01-01,2018-12-01,0.0,0.1666666666666666,0.0609989686164726,1696.75,0,0,0,73455.0,3,1,At-Risk Customers
663343,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,80280.0,Married,Nova,7638.44,Standard,2012,9,,,37,59407,59407.0,369,66,24,2017-01-01,2018-12-01,0.0,1.5416666666666667,0.0062113892302253,1605.5945945945946,0,0,0,80280.0,75,3,Loyal Customers
255183,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,56841.0,Single,Nova,7639.67,Standard,2015,1,2015.0,9.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,56841.0,47,1,At-Risk Customers
315225,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,56841.0,Single,Nova,7639.67,Standard,2015,12,,,28,42460,42460.0,1686,304,24,2017-01-01,2018-12-01,0.0,1.1666666666666667,0.039707960433349,1516.428571428571,0,0,0,56841.0,36,3,Loyal Customers
166535,Canada,Alberta,Banff,T4V 1D4,Female,College,,Married,Nova,7645.86,Standard,2013,1,,,40,58362,58362.0,307,55,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0052602720948562,1459.05,0,0,0,73455.0,71,3,Loyal Customers
757885,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,98871.0,Married,Nova,7647.45,Standard,2014,7,,,29,45103,45103.0,0,0,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.0,1555.2758620689656,0,0,0,98871.0,53,3,Loyal Customers
401943,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,98548.0,Married,Nova,7648.26,Standard,2012,10,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,0,0,0,98548.0,74,1,At-Risk Customers
536517,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Single,Nova,7654.23,Standard,2012,12,,,31,55721,55721.0,494,89,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0088655982484162,1797.451612903226,0,0,0,73455.0,72,3,Loyal Customers
942403,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Nova,7654.23,Standard,2018,6,,,33,43062,43062.0,670,121,24,2017-01-01,2018-12-01,0.0,1.375,0.0155589614973758,1304.909090909091,0,0,0,73455.0,6,3,Loyal Customers
538507,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,101936.0,Divorced,Nova,7659.5,Standard,2017,2,,,31,41391,41391.0,984,177,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0237732840472566,1335.1935483870968,0,0,0,101936.0,22,3,Loyal Customers
405201,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,80733.0,Married,Nova,7661.39,Standard,2016,12,,,38,43191,43191.0,396,71,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.0091685767868305,1136.6052631578948,0,0,0,80733.0,24,3,Loyal Customers
312312,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Nova,7662.43,Standard,2016,9,,,31,48655,48655.0,2408,433,24,2017-01-01,2018-12-01,0.0,1.2916666666666667,0.0494913164114685,1569.516129032258,0,0,0,73455.0,27,3,Loyal Customers
867624,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Nova,7663.87,Standard,2014,8,,,40,54666,54666.0,1377,248,24,2017-01-01,2018-12-01,0.0,1.6666666666666667,0.0251893315772143,1366.65,0,0,0,73455.0,52,3,Loyal Customers
603539,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,99562.0,Divorced,Nova,7668.81,Standard,2015,1,,,38,68254,68254.0,989,178,24,2017-01-01,2018-12-01,0.0,1.5833333333333333,0.0144899932604682,1796.157894736842,0,0,0,99562.0,47,3,Loyal Customers
117351,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,97461.0,Married,Nova,7675.87,Standard,2012,10,,,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,0,0,0,97461.0,74,1,At-Risk Customers
856942,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,97461.0,Married,Nova,7675.87,Standard,2015,9,,,35,42598,42598.0,2647,476,24,2017-01-01,2018-12-01,0.0,1.4583333333333333,0.0621390675618573,1217.0857142857142,0,0,0,97461.0,39,3,Loyal Customers
202271,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,80786.0,Married,Nova,7679.68,Standard,2014,12,2015.0,8.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,80786.0,48,1,At-Risk Customers
408838,Canada,Ontario,London,M5B 3E4,Male,Bachelor,81833.0,Married,Nova,7680.15,Standard,2014,11,,,27,46193,46193.0,944,170,24,2017-01-01,2018-12-01,0.0,1.125,0.0204359967960513,1710.851851851852,0,0,0,81833.0,49,3,Loyal Customers
901520,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,80784.0,Married,Nova,7680.75,Standard,2013,9,,,32,52024,52024.0,1320,237,24,2017-01-01,2018-12-01,0.0,1.3333333333333333,0.0253729048131631,1625.75,0,0,0,80784.0,63,3,Loyal Customers
264491,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,97796.0,Married,Nova,7681.55,Standard,2013,6,,,47,76177,76177.0,2196,395,24,2017-01-01,2018-12-01,0.0,1.9583333333333333,0.0288275988815521,1620.787234042553,0,0,0,97796.0,66,3,Loyal Customers
609296,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,77416.0,Single,Nova,7684.89,Standard,2015,1,,,41,54015,54015.0,933,168,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0172729797278533,1317.439024390244,0,0,0,77416.0,47,3,Loyal Customers
654389,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,95165.0,Married,Aurora,7234.14,2018 Promotion,2018,3,,,62,106288,159432.0,569,102,11,2018-02-01,2018-12-01,0.0,5.636363636363637,0.00356891966481,1714.3225806451612,0,0,0,95165.0,9,0,Frequent Travelers
167933,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Single,Nova,7689.71,Standard,2015,8,,,41,59891,59891.0,0,0,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0,1460.7560975609756,0,0,0,73455.0,40,3,Loyal Customers
439251,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Nova,7692.46,Standard,2013,8,,,45,69618,69618.0,2171,391,24,2017-01-01,2018-12-01,0.0,1.875,0.0311844637881007,1547.0666666666666,0,0,0,73455.0,64,3,Loyal Customers
552669,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Married,Nova,7692.46,Standard,2013,9,,,48,63827,63827.0,0,0,24,2017-01-01,2018-12-01,0.0,2.0,0.0,1329.7291666666667,0,0,0,73455.0,63,3,Loyal Customers
252679,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,71908.0,Married,Nova,7693.12,Standard,2017,11,,,23,34988,34988.0,617,111,24,2017-01-01,2018-12-01,0.0,0.9583333333333334,0.0176346175831713,1521.2173913043478,0,0,0,71908.0,13,1,At-Risk Customers
542893,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,55544.0,Married,Nova,7694.06,Standard,2014,9,,,41,57142,57142.0,330,59,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.0057750866262993,1393.7073170731708,0,0,0,55544.0,51,3,Loyal Customers
823436,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,68602.0,Single,Nova,7695.12,Standard,2016,11,2017.0,7.0,20,35938,35938.0,0,0,24,2017-01-01,2018-12-01,0.0,0.8333333333333334,0.0,1796.9,1,0,1,68602.0,25,1,At-Risk Customers
754517,Canada,Ontario,Ottawa,K1F 2R2,Female,High School or Below,67814.0,Married,Nova,7699.63,Standard,2015,10,,,39,58531,58531.0,1449,260,24,2017-01-01,2018-12-01,0.0,1.625,0.0247561121457005,1500.7948717948718,0,0,0,67814.0,38,3,Loyal Customers
553943,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Nova,7700.62,Standard,2012,9,,,42,59759,59759.0,334,60,24,2017-01-01,2018-12-01,0.0,1.75,0.0055891162837396,1422.8333333333333,0,0,0,73455.0,75,3,Loyal Customers
462616,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,54127.0,Single,Nova,7704.96,Standard,2017,12,,,15,21111,21111.0,643,116,24,2017-01-01,2018-12-01,0.0,0.625,0.0304580550423949,1407.4,0,0,0,54127.0,12,1,At-Risk Customers
157566,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,50412.0,Single,Nova,7705.28,Standard,2018,6,,,1,1333,1333.0,1057,191,24,2017-01-01,2018-12-01,0.0,0.0416666666666666,0.7929482370592649,1333.0,0,0,0,50412.0,6,1,At-Risk Customers
656360,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,7706.96,Standard,2012,9,,,44,75177,75177.0,2167,390,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0288253056120888,1708.5681818181818,0,0,0,73455.0,75,3,Loyal Customers
566550,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Nova,7707.81,Standard,2018,8,,,7,8286,8286.0,0,0,24,2017-01-01,2018-12-01,0.0,0.2916666666666667,0.0,1183.7142857142858,0,0,0,73455.0,4,1,At-Risk Customers
996488,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,83959.0,Married,Nova,7708.88,Standard,2012,6,,,44,82123,82123.0,1534,276,24,2017-01-01,2018-12-01,0.0,1.8333333333333333,0.0186792981259817,1866.4318181818185,0,0,0,83959.0,78,3,Loyal Customers
558543,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Doctor,272532.0,Married,Nova,7712.06,Standard,2017,9,,,29,42476,42476.0,394,71,24,2017-01-01,2018-12-01,0.0,1.2083333333333333,0.009275826348997,1464.6896551724135,0,0,0,272532.0,15,4,Premium Affluent Customers
221075,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,65206.0,Single,Nova,7713.49,Standard,2015,1,,,28,45468,45468.0,0,0,24,2017-01-01,2018-12-01,0.0,1.1666666666666667,0.0,1623.857142857143,0,0,0,65206.0,47,3,Loyal Customers
646178,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Married,Nova,7713.82,Standard,2016,4,,,41,59488,59488.0,538,97,24,2017-01-01,2018-12-01,0.0,1.7083333333333333,0.00904384077461,1450.9268292682927,0,0,0,73455.0,32,3,Loyal Customers
171419,Canada,Nova Scotia,Halifax,B3C 2M8,Female,College,,Single,Nova,7714.62,Standard,2016,9,,,39,68560,68560.0,0,0,24,2017-01-01,2018-12-01,0.0,1.625,0.0,1757.948717948718,0,0,0,73455.0,27,3,Loyal Customers
769166,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Nova,7714.62,Standard,2015,10,2016.0,6.0,0,0,0.0,0,0,24,2017-01-01,2018-12-01,0.0,0.0,0.0,,1,0,1,73455.0,38,1,At-Risk Customers
